Trip_Distance,Type_of_Cab,Customer_Since_Months,Life_Style_Index,Confidence_Life_Style_Index,Destination_Type,Customer_Rating,Cancellation_Last_1Month,Var1,Var2,Var3,Gender,__FeatEng_target__,__index_level_0__
61.9,C,2.0,2.84237,B,A,1.70625,1,51.0,55,88,Male,2,600
50.3,,1.0,2.65768,C,A,2.55,0,,48,73,Male,2,601
58.5,,10.0,,,A,4.06625,0,103.0,47,64,Male,2,602
15.82,D,6.0,2.61385,B,E,3.415,4,78.0,57,72,Male,3,604
43.62,C,4.0,,,D,4.2525,0,109.0,54,72,Male,2,605
73.55,B,9.0,2.84433,B,A,1.605,0,89.0,53,81,Male,2,606
109.21,E,,3.02358,B,C,3.6925,0,,52,84,Male,1,607
47.47,A,10.0,2.80695,A,A,4.03,0,97.0,51,66,Male,3,609
17.49,B,10.0,,,A,3.735,1,65.0,54,90,Male,2,612
80.35,E,10.0,2.7728,B,A,2.1025,2,76.0,51,72,Female,3,614
8.14,C,10.0,2.96337,C,A,2.1875,0,60.0,59,94,Male,2,615
61.34,B,2.0,2.85103,B,A,1.75625,0,,49,63,Male,2,618
24.19,B,8.0,2.93502,C,A,1.165,0,,54,72,Female,2,619
13.37,D,,2.05194,B,A,0.62875,0,,49,63,Female,3,622
75.37,D,10.0,2.80549,C,A,2.3425,2,63.0,52,94,Male,3,624
47.46,,10.0,2.77945,B,B,3.85,0,,50,76,Male,2,627
108.55,E,6.0,2.89184,B,A,2.67,1,31.0,51,81,Male,3,629
21.08,,10.0,2.5313,A,A,2.21875,1,,51,63,Female,3,630
47.58,B,2.0,,,A,3.29,2,,56,71,Female,2,631
25.24,C,2.0,2.70692,A,A,3.065,3,59.0,64,97,Male,2,632
45.55,A,10.0,2.87831,B,B,4.2725,1,45.0,46,64,Male,1,634
20.93,D,1.0,,,B,3.26125,0,105.0,45,62,Male,2,635
54.5,A,7.0,,,A,2.84625,0,45.0,51,66,Male,2,636
68.15,B,10.0,2.872,C,A,3.8825,0,42.0,50,69,Male,2,638
54.42,,2.0,2.86504,B,B,4.57875,0,,45,58,Female,2,640
28.27,A,9.0,2.64824,A,A,3.05,0,49.0,51,87,Female,2,643
44.55,E,5.0,2.54198,B,B,3.90875,1,79.0,49,67,Male,3,644
52.75,B,10.0,2.51983,B,F,3.3725,0,,46,58,Male,2,647
66.9,D,3.0,2.78551,B,A,0.7,1,,61,73,Female,3,651
43.97,B,6.0,3.00549,B,A,3.99625,0,,51,75,Female,1,652
75.44,C,10.0,2.84348,C,B,2.70875,1,,51,72,Male,2,653
20.59,C,10.0,2.91121,A,A,3.51375,0,67.0,54,108,Female,2,654
41.78,D,1.0,2.70697,B,A,1.79,1,39.0,53,80,Male,3,656
60.86,B,1.0,2.79418,B,A,0.81625,0,,54,73,Female,2,657
33.86,D,0.0,3.022,C,D,4.2775,1,53.0,48,84,Male,3,661
46.81,A,0.0,2.88246,B,A,1.2975,2,,50,76,Male,1,662
50.99,D,7.0,2.57039,A,C,1.555,0,,55,87,Male,3,663
34.22,D,4.0,2.54443,C,A,3.41625,0,,53,78,Female,3,666
37.94,,6.0,2.77621,C,A,1.6075,1,64.0,47,87,Female,3,667
93.44,E,8.0,2.98034,C,B,3.4875,0,,51,73,Female,1,668
12.02,C,10.0,2.84872,A,D,2.59375,2,,52,72,Male,2,670
24.15,D,10.0,,,B,4.3675,1,,46,58,Male,3,671
30.91,D,3.0,2.9743,C,A,2.6175,6,,47,65,Female,3,672
47.13,D,8.0,2.75444,B,D,1.4375,1,61.0,54,77,Male,3,674
12.93,C,2.0,2.79763,A,A,2.86375,0,74.0,48,68,Male,3,675
30.95,,10.0,,,A,3.5825,2,58.0,48,70,Male,3,676
17.98,D,3.0,2.39049,A,A,2.675,0,,47,62,Male,3,677
46.3,B,10.0,2.68781,C,A,2.25625,2,36.0,59,99,Female,2,680
67.81,A,6.0,2.69606,B,A,0.825,1,40.0,55,83,Female,2,683
74.28,C,5.0,,,A,0.1575,1,38.0,53,80,Male,2,684
73.09,A,10.0,,,B,3.2725,1,,57,97,Male,1,686
21.16,D,10.0,2.64548,C,A,3.04625,4,94.0,57,89,Female,3,687
30.22,,10.0,,,A,1.9475,0,,50,79,Male,2,689
65.43,B,3.0,3.00534,C,A,3.04125,3,,51,96,Male,2,693
40.48,C,3.0,2.57132,A,A,2.95625,0,,52,70,Male,2,694
26.86,D,0.0,2.54609,B,A,1.25,2,37.0,49,91,Female,3,695
61.81,C,10.0,3.00413,C,B,4.425,3,,44,57,Male,2,696
56.04,B,10.0,2.88532,C,A,3.975,0,72.0,48,72,Male,2,698
61.0,C,6.0,2.77666,B,B,2.7175,0,,48,65,Male,2,699
75.56,B,10.0,2.82461,B,A,2.7,2,35.0,54,69,Male,3,701
100.36,C,6.0,3.03392,C,A,2.17125,1,,57,90,Male,2,703
14.72,C,10.0,3.00235,A,A,3.1325,2,70.0,58,93,Male,2,704
14.51,B,2.0,2.9698,C,B,1.87375,0,,50,68,Male,2,705
65.22,B,5.0,2.91393,B,C,1.09,1,,60,98,Female,3,708
20.98,C,7.0,2.78261,C,A,2.34875,0,59.0,49,70,Female,2,709
23.62,C,0.0,2.80389,B,A,2.6475,1,65.0,59,77,Male,2,710
91.72,A,0.0,3.11242,B,A,2.32,4,65.0,56,81,Male,2,711
63.57,B,10.0,2.65501,B,A,1.7775,2,,44,57,Female,2,713
93.62,A,10.0,3.11372,C,A,3.785,0,,54,80,Male,1,714
12.26,A,10.0,2.62329,A,A,2.51625,0,,54,85,Female,1,717
61.93,B,6.0,2.61745,C,A,2.87875,0,,51,71,Male,2,718
63.52,D,,3.05428,C,A,1.51875,1,,53,73,Female,1,719
57.42,,10.0,2.9082,A,A,3.6575,0,,46,69,Male,2,720
92.58,B,10.0,3.01662,C,B,1.39375,0,61.0,51,77,Male,2,722
19.05,,0.0,2.54269,C,A,1.485,0,,45,62,Male,1,723
20.74,D,2.0,2.81731,A,A,2.505,1,70.0,54,91,Male,3,724
36.49,C,10.0,2.59585,A,A,4.43625,0,,48,65,Male,1,725
29.9,A,10.0,2.79626,A,A,2.42625,3,94.0,51,81,Male,3,729
46.23,B,10.0,2.77453,C,B,3.69,1,,49,68,Male,1,730
28.36,C,3.0,2.41328,B,A,0.94375,0,,47,62,Male,2,731
51.72,B,,2.59404,B,A,1.895,0,,55,70,Female,3,734
108.65,A,3.0,2.97393,B,A,2.6725,3,83.0,58,95,Female,3,735
106.31,D,10.0,3.1776,B,A,3.4,1,50.0,53,93,Male,3,736
29.69,A,5.0,2.56854,B,B,1.4625,0,94.0,48,69,Female,1,737
25.06,B,1.0,2.68772,A,A,3.40125,0,60.0,55,82,Female,2,738
37.96,B,0.0,2.84688,C,A,3.21875,1,,46,57,Male,2,739
49.55,A,10.0,2.77176,A,C,4.5125,0,,50,67,Male,1,741
15.41,,3.0,2.48411,A,D,3.025,0,,48,66,Male,3,744
38.4,B,1.0,2.55644,C,G,2.73875,0,67.0,54,73,Male,2,745
46.16,,,2.8525,C,B,2.92125,3,,47,75,Female,1,746
11.7,E,7.0,,,A,3.095,4,,50,76,Female,3,747
57.46,A,7.0,2.6488,A,B,3.19375,0,,49,66,Male,1,748
36.8,,1.0,2.89795,C,D,2.64875,1,,51,77,Male,2,751
31.5,,6.0,2.66259,A,A,3.49375,0,,49,62,Male,3,753
60.97,C,10.0,,,A,3.405,0,47.0,47,75,Female,3,754
23.23,D,2.0,2.49053,C,A,0.915,1,45.0,52,72,Male,3,755
39.62,D,2.0,2.87228,A,A,2.85625,0,79.0,48,85,Female,2,757
12.23,D,7.0,2.80251,A,E,3.92875,3,65.0,53,82,Male,1,758
107.0,D,10.0,2.9731,B,A,2.3125,0,,51,74,Male,3,759
7.02,A,4.0,2.89193,A,B,3.6075,0,,48,66,Female,1,762
62.67,B,10.0,2.75787,C,A,2.56625,0,56.0,54,76,Male,2,763
46.63,A,5.0,,,B,1.49625,2,66.0,55,83,Male,1,764
18.84,A,1.0,2.58321,A,B,1.90125,0,,50,64,Male,1,765
25.64,A,6.0,2.94051,C,C,1.63125,1,,55,98,Male,3,766
27.33,,10.0,2.69569,B,A,2.17375,0,83.0,47,68,Male,2,768
10.68,C,8.0,2.86948,A,B,2.34875,0,61.0,50,67,Male,2,770
39.72,B,8.0,2.67442,A,A,1.5275,1,,50,85,Male,2,773
6.42,E,4.0,2.65635,A,J,3.635,3,,53,64,Male,3,775
99.01,B,10.0,2.84476,B,A,3.54625,0,,52,77,Male,2,779
48.82,B,10.0,2.77778,B,B,3.8625,0,96.0,51,88,Male,2,781
67.26,B,10.0,2.96401,B,B,3.40375,0,102.0,54,72,Female,2,783
107.4,,10.0,,,A,2.045,0,,51,69,Male,1,784
68.11,B,1.0,2.77447,C,A,1.99875,0,,46,64,Male,2,786
97.18,D,10.0,3.08176,B,B,3.24375,4,44.0,50,77,Female,3,787
6.78,,,3.0002,C,H,4.0425,1,,46,60,Female,3,788
77.71,E,10.0,2.84967,C,A,3.3325,0,,49,63,Male,3,790
68.56,A,0.0,3.10823,A,A,3.325,0,,56,78,Male,1,791
53.84,D,10.0,2.58139,A,A,2.415,1,31.0,57,81,Male,3,792
59.72,D,10.0,2.67741,B,A,2.62125,0,94.0,51,73,Male,2,793
30.94,B,,2.85884,A,F,3.18,4,63.0,56,93,Male,2,796
38.46,D,3.0,,,A,2.1025,0,,55,101,Female,3,798
52.3,E,5.0,2.60736,B,A,4.04125,0,,45,55,Female,3,799
54.95,D,7.0,2.65955,C,A,1.18625,2,,53,84,Male,3,801
16.72,D,5.0,2.77637,A,A,4.3125,0,41.0,44,68,Female,3,802
23.66,A,10.0,,,B,2.67875,1,,52,90,Female,1,803
35.21,B,0.0,,,A,3.435,0,,54,78,Female,2,804
107.53,B,10.0,2.99183,B,A,1.6075,3,52.0,52,78,Female,3,805
27.86,A,,2.57082,B,A,2.80125,0,36.0,49,75,Female,3,806
49.51,E,10.0,2.97292,C,A,4.71125,4,81.0,57,103,Female,3,808
13.25,B,8.0,2.49489,A,B,3.25375,0,,48,66,Male,2,809
29.11,D,10.0,2.69905,A,B,3.2575,0,,46,64,Male,2,813
60.13,C,4.0,2.90257,B,B,3.1375,3,84.0,55,104,Male,3,814
78.46,A,10.0,,,A,1.81375,1,,53,80,Female,3,815
30.55,B,10.0,2.48488,C,A,2.305,0,,49,75,Male,2,817
85.83,C,1.0,3.08208,B,B,4.085,0,,45,64,Male,2,818
42.37,B,2.0,2.70328,C,A,2.03,0,66.0,47,73,Male,2,819
12.89,A,8.0,2.82898,B,C,3.40125,0,,53,74,Male,1,821
24.49,C,,2.63271,C,C,3.51375,2,82.0,45,64,Female,2,822
98.5,C,3.0,2.93423,B,B,2.6175,0,96.0,47,71,Male,2,823
61.88,B,1.0,2.89959,C,B,2.76875,1,,55,71,Female,2,826
56.45,E,4.0,,,A,0.87,1,,61,76,Male,3,829
37.69,,3.0,3.05535,A,A,3.39375,3,32.0,52,77,Male,3,830
46.24,B,10.0,,,A,1.86375,5,68.0,48,62,Female,2,832
54.15,C,10.0,2.81385,C,B,3.21625,0,69.0,46,64,Male,2,833
85.58,B,10.0,3.04289,C,B,2.2525,0,,53,78,Male,3,835
36.82,B,10.0,2.8391,A,A,3.06875,0,51.0,55,79,Male,2,836
55.23,B,1.0,2.99475,C,A,2.50625,2,,53,69,Male,2,841
32.23,B,10.0,2.92471,A,A,2.76125,2,37.0,60,91,Female,2,842
45.21,D,4.0,2.90329,B,A,2.50625,2,74.0,66,86,Male,3,843
10.83,E,4.0,2.38534,A,A,3.5,1,78.0,48,68,Male,3,845
32.79,B,2.0,2.7431,A,B,4.2,1,47.0,50,74,Male,2,846
91.72,D,8.0,3.15138,B,A,3.005,1,,70,87,Female,3,847
23.09,C,10.0,2.77576,A,A,2.67375,0,,49,72,Male,1,849
20.22,B,10.0,2.72904,A,A,2.535,0,76.0,49,75,Male,2,850
30.27,B,9.0,2.7867,A,B,4.29875,0,53.0,47,65,Male,2,852
62.46,C,6.0,,,A,3.615,0,,46,66,Male,2,857
47.18,C,10.0,2.95048,A,A,2.835,1,,52,77,Male,3,859
16.7,,3.0,2.83949,B,J,1.8,0,64.0,53,73,Male,2,860
44.63,,3.0,2.61517,A,A,3.68875,1,,47,60,Female,2,861
63.2,E,1.0,3.06387,C,D,3.07875,2,,49,71,Male,3,862
73.38,,10.0,,,A,3.445,1,,54,74,Male,2,863
15.17,B,10.0,2.8987,A,E,2.8675,1,,51,84,Male,2,864
106.74,A,2.0,,,A,2.8725,3,,66,80,Male,3,866
28.64,B,8.0,2.54922,B,A,3.5875,0,,48,89,Male,2,868
77.13,,10.0,3.2306,C,A,4.5675,0,63.0,52,78,Male,1,869
73.94,,,2.90291,B,A,2.41375,3,98.0,47,65,Male,1,871
25.89,D,10.0,2.7848,C,A,3.4925,2,32.0,46,63,Female,3,872
49.39,C,3.0,2.78332,C,A,3.5375,0,,64,75,Male,2,873
14.22,,,2.33838,B,A,3.6975,2,,48,64,Male,3,876
15.85,A,0.0,2.34416,A,A,2.36375,0,,50,60,Female,2,880
29.62,,2.0,2.90001,C,G,3.61875,1,40.0,45,71,Female,3,882
60.51,B,6.0,,,A,2.2375,0,74.0,59,80,Male,2,884
45.76,B,5.0,2.67523,C,A,3.21625,1,,52,80,Male,1,886
71.44,C,8.0,3.10061,C,B,2.92125,0,46.0,52,83,Male,2,887
21.6,D,10.0,2.70974,B,A,1.95875,0,,52,105,Male,3,893
38.78,A,1.0,2.78406,A,B,2.965,0,71.0,50,81,Male,2,894
100.77,D,3.0,3.10983,B,A,1.695,1,85.0,70,110,Male,2,897
48.14,C,10.0,2.84172,C,A,3.02,1,72.0,54,82,Male,2,898
10.82,B,4.0,2.64535,C,B,1.00375,1,,54,102,Female,2,902
36.73,E,0.0,3.39774,B,E,4.8225,5,45.0,45,93,Male,3,903
12.1,E,1.0,2.4018,B,H,1.015,2,57.0,55,92,Female,3,904
14.76,B,4.0,,,A,3.03375,0,90.0,51,81,Male,2,905
33.55,A,3.0,2.78388,C,G,3.43375,0,,44,55,Male,1,906
22.95,B,10.0,2.77162,C,A,2.895,1,,51,79,Male,1,907
73.28,B,1.0,2.80953,B,F,1.335,4,,61,78,Female,3,908
72.37,E,6.0,,,A,3.285,0,,51,82,Male,3,909
34.28,,2.0,,,A,1.60875,0,,53,70,Male,1,910
50.94,D,10.0,2.74978,B,L,1.04625,0,87.0,56,83,Female,3,911
33.0,C,4.0,2.70555,C,B,3.25875,0,91.0,50,82,Female,2,914
18.6,E,6.0,2.9349,B,A,2.17125,0,70.0,46,75,Male,2,915
50.8,C,7.0,2.59282,C,A,3.3575,1,,60,80,Male,2,919
39.25,D,3.0,2.84194,B,F,2.2325,2,59.0,52,73,Female,3,923
37.69,B,10.0,2.85285,B,A,4.645,0,66.0,46,66,Male,2,924
19.13,,4.0,2.36109,A,D,2.585,0,,55,66,Female,3,925
35.54,B,0.0,3.17679,C,A,4.61375,0,64.0,47,72,Male,2,926
36.17,E,0.0,2.72302,C,A,2.5975,1,,54,80,Female,1,927
18.74,D,10.0,2.94737,B,A,0.9175,3,39.0,53,91,Male,3,931
29.86,E,10.0,,,B,4.4,1,,49,72,Female,3,933
102.3,E,10.0,3.04356,C,A,1.465,1,72.0,62,109,Female,3,935
27.82,C,9.0,2.8662,A,D,2.61375,0,,53,65,Male,2,937
35.8,A,6.0,2.55709,C,C,2.705,0,,43,56,Female,3,938
72.41,C,10.0,2.97884,B,A,2.6125,2,91.0,48,83,Female,2,939
54.0,,4.0,2.70362,C,D,1.6925,0,103.0,50,73,Male,3,941
78.22,A,10.0,3.12926,C,B,2.455,0,,66,106,Male,2,943
16.63,D,0.0,2.77115,A,C,2.84,2,94.0,49,77,Male,3,945
11.27,B,,2.12307,B,A,2.315,4,,47,72,Female,3,946
47.33,C,10.0,2.74162,B,A,2.70875,0,108.0,49,69,Female,3,947
6.01,D,5.0,2.55155,B,B,1.4425,0,,51,92,Male,2,948
29.54,B,2.0,,,A,4.025,0,66.0,46,75,Male,1,949
22.98,A,10.0,3.34767,C,B,4.28125,0,47.0,51,74,Male,1,950
46.4,A,3.0,3.14445,A,A,3.46375,0,57.0,55,77,Male,1,953
18.76,E,3.0,,,A,4.1225,1,94.0,43,55,Male,2,954
34.44,B,6.0,,,A,3.06125,0,85.0,58,96,Male,2,956
46.88,D,6.0,,,A,2.2,0,55.0,52,75,Male,3,957
37.92,,10.0,2.80642,A,A,3.7325,0,45.0,49,66,Male,2,960
20.47,B,,,,A,3.92,1,72.0,52,72,Male,1,961
34.17,A,10.0,2.50638,A,B,1.39875,0,,53,67,Female,2,963
39.38,B,9.0,2.79275,B,B,2.5,1,83.0,51,79,Male,2,964
60.46,A,10.0,2.81451,C,B,2.565,1,,54,74,Male,1,966
100.09,,1.0,3.14133,C,B,1.59875,0,,50,81,Male,2,967
47.61,B,10.0,,,A,3.75375,1,41.0,50,82,Female,2,969
25.39,C,10.0,2.57458,B,B,2.0,0,,48,90,Male,2,972
16.04,A,10.0,2.60624,C,C,1.595,1,70.0,49,80,Male,1,973
90.95,D,4.0,2.89974,B,A,2.015,0,,52,71,Female,3,975
20.79,B,0.0,2.40018,A,A,1.52625,2,,45,64,Female,2,976
15.91,D,9.0,2.75636,A,E,3.51,0,95.0,48,63,Male,2,979
60.12,C,0.0,2.87588,B,A,3.70625,2,,54,92,Male,2,981
22.75,A,6.0,2.67826,C,B,3.10125,0,39.0,51,65,Male,1,982
29.67,A,6.0,3.08239,A,B,3.46,3,,56,82,Female,1,983
3.19,D,3.0,,,J,1.78625,0,,58,70,Female,3,984
6.9,C,2.0,2.92221,B,A,3.1475,2,45.0,55,88,Female,2,987
49.86,D,2.0,2.57586,A,B,1.2675,0,,60,84,Male,3,988
32.83,C,3.0,2.50304,A,A,2.61875,1,89.0,53,70,Male,3,989
49.18,D,4.0,2.94147,C,B,3.56,2,71.0,57,90,Female,3,992
30.61,E,10.0,2.77744,C,D,1.53,0,86.0,47,73,Male,3,993
8.68,,4.0,2.9529,C,B,2.80125,1,71.0,48,88,Male,2,994
21.47,A,10.0,,,A,2.14375,1,,57,83,Male,1,995
55.79,C,2.0,,,A,3.74625,0,40.0,48,79,Female,2,996
106.84,E,3.0,3.02982,C,A,3.035,1,49.0,55,93,Female,3,998
72.76,B,4.0,,,A,4.5025,1,37.0,49,78,Male,1,999
32.03,D,4.0,2.57664,C,A,1.45625,2,98.0,55,69,Female,3,1000
52.6,C,10.0,3.04089,A,A,3.1825,2,44.0,55,99,Female,2,1001
40.54,C,2.0,2.74371,C,A,4.53375,1,,57,73,Female,2,1002
38.27,E,10.0,2.80195,A,A,3.11,0,,59,85,Female,3,1005
30.99,A,1.0,2.86451,A,D,3.4075,0,,50,81,Female,1,1006
21.17,C,3.0,2.39131,A,A,3.5,1,73.0,45,71,Female,2,1007
19.46,,5.0,2.64358,A,B,2.12625,1,42.0,53,69,Female,3,1008
61.0,C,0.0,2.97995,B,B,3.685,1,66.0,53,69,Male,3,1009
35.13,C,10.0,,,A,1.415,2,51.0,69,100,Male,2,1010
46.64,E,0.0,2.90307,B,A,1.13375,0,,63,87,Male,3,1011
74.22,C,10.0,3.08263,A,A,3.73625,1,32.0,58,97,Female,3,1012
55.08,C,10.0,2.76152,B,E,3.1075,0,,47,63,Female,3,1013
23.49,B,6.0,,,A,1.5275,0,107.0,47,90,Male,2,1015
46.18,E,10.0,2.69024,B,D,4.40875,0,,45,59,Male,3,1017
31.97,A,0.0,2.68604,B,E,4.57125,2,52.0,47,70,Male,3,1019
27.87,B,5.0,2.85222,A,A,3.46125,1,,54,71,Male,2,1021
31.22,,5.0,3.04223,C,B,4.6225,2,73.0,47,66,Male,2,1022
47.61,A,10.0,,,J,3.95625,0,,49,72,Male,1,1025
13.69,,10.0,3.02372,A,D,3.2275,0,,52,76,Male,2,1026
36.62,C,2.0,2.90952,B,K,3.86375,1,,45,68,Male,3,1027
108.02,E,10.0,3.00779,C,A,2.18375,3,,47,66,Male,3,1028
77.82,A,10.0,2.77637,B,A,2.565,0,,48,64,Female,3,1029
37.54,B,5.0,2.5427,A,A,1.78625,1,,54,69,Male,2,1031
44.31,A,10.0,2.61208,C,A,2.58875,3,85.0,58,90,Female,3,1032
74.25,E,1.0,3.01269,A,A,2.5275,0,,46,65,Male,2,1033
42.5,,6.0,2.77215,A,A,1.93625,0,,54,83,Female,3,1034
63.01,C,6.0,2.5861,B,A,3.125,0,,50,68,Male,2,1035
12.69,,,2.3451,B,A,3.63,2,67.0,48,71,Female,3,1036
25.66,A,7.0,,,A,4.05,3,,46,58,Male,1,1037
75.59,A,9.0,3.40623,B,A,4.01,0,97.0,55,86,Male,1,1038
23.57,B,0.0,2.61977,A,A,3.9275,0,,45,58,Male,2,1039
39.74,C,8.0,2.61557,C,A,1.33625,0,58.0,46,61,Male,3,1040
27.09,B,0.0,2.68037,A,B,2.83375,1,,60,81,Male,2,1041
55.13,B,,2.8594,B,A,3.7625,0,,52,69,Male,2,1042
54.44,,10.0,,,A,2.2725,0,,71,116,Male,2,1048
38.14,C,10.0,,,A,2.7125,2,43.0,58,88,Male,2,1049
36.99,C,2.0,2.97118,A,A,2.57375,1,,73,99,Male,2,1051
31.96,C,2.0,2.60253,B,A,3.035,2,50.0,47,68,Male,3,1057
40.71,D,10.0,2.9804,A,A,3.145,0,,54,81,Female,1,1058
29.91,C,7.0,2.50673,B,A,3.8975,0,,45,58,Male,3,1059
17.92,D,2.0,2.60702,B,D,3.71,3,102.0,44,55,Female,3,1061
13.55,A,10.0,2.48463,A,A,1.28,0,59.0,52,75,Male,1,1062
36.77,A,10.0,2.81356,A,A,2.3275,0,39.0,58,102,Male,1,1063
86.26,C,10.0,2.95614,B,A,2.605,0,47.0,45,63,Male,3,1064
16.59,B,10.0,2.49223,C,A,1.75125,1,78.0,47,65,Female,2,1066
27.0,C,5.0,,,A,2.6825,0,,52,75,Female,2,1067
13.81,B,3.0,2.41721,C,A,4.11125,1,,49,77,Male,1,1070
33.84,E,,2.79119,B,B,4.3275,0,102.0,44,70,Male,1,1071
20.02,A,5.0,3.08791,B,G,1.9975,0,,56,87,Male,2,1072
37.94,C,5.0,,,A,4.71375,1,,50,69,Female,1,1073
24.48,B,8.0,2.60347,C,A,3.755,1,51.0,45,62,Female,2,1076
31.86,C,9.0,,,F,4.68,0,,42,60,Male,2,1078
78.18,B,2.0,3.04551,C,A,1.535,1,,48,69,Male,1,1079
47.48,B,10.0,3.02172,A,A,4.61,2,50.0,46,72,Male,2,1080
29.39,C,3.0,2.95659,B,C,3.60375,0,66.0,48,71,Male,2,1081
32.23,B,0.0,,,B,2.3875,2,79.0,60,109,Male,2,1082
107.93,B,10.0,,,A,3.26875,0,58.0,49,71,Male,2,1084
45.48,,10.0,2.56192,C,A,2.0075,0,,50,68,Male,2,1085
91.08,D,1.0,2.84998,B,A,2.115,0,,50,73,Male,3,1087
36.94,,6.0,2.50827,C,A,1.445,0,,51,66,Male,3,1088
36.15,C,3.0,2.70823,A,A,2.94375,0,69.0,55,70,Female,2,1089
36.18,B,9.0,,,A,1.02125,0,,50,74,Female,2,1093
47.24,C,10.0,2.67394,C,B,2.4275,0,49.0,45,59,Female,3,1098
70.3,B,3.0,2.95078,C,A,2.59125,1,,55,77,Male,2,1100
86.95,B,3.0,2.97782,B,B,2.97625,1,,50,73,Female,2,1101
19.55,B,0.0,2.69044,A,B,3.8475,0,,48,70,Female,2,1102
46.86,C,2.0,2.70129,C,D,2.53625,1,,54,77,Male,2,1103
7.82,D,6.0,2.55505,A,A,2.02,1,,47,60,Male,2,1104
64.75,B,10.0,2.99509,A,D,3.795,0,,47,72,Male,2,1105
74.01,C,10.0,,,B,1.74625,2,,56,89,Male,2,1108
88.35,C,10.0,,,A,3.19875,0,51.0,56,71,Male,3,1113
10.57,,10.0,2.87503,B,A,0.90375,0,,57,93,Male,2,1114
30.56,B,1.0,2.91986,B,A,2.82875,2,,54,88,Female,2,1115
70.33,B,5.0,3.43972,C,B,2.9125,1,80.0,61,96,Male,2,1116
39.81,A,10.0,2.8443,A,A,3.3025,0,,48,59,Male,2,1118
92.31,B,5.0,3.44,B,C,4.325,0,52.0,49,75,Male,2,1120
58.97,C,10.0,2.70479,B,A,2.25625,0,,54,77,Male,2,1123
102.7,C,10.0,2.95123,C,A,3.08,0,68.0,50,86,Male,3,1124
23.58,A,8.0,,,A,2.8325,0,,63,85,Male,1,1126
70.74,A,2.0,3.11256,C,C,3.92375,1,,50,65,Male,1,1128
42.9,,4.0,2.68122,C,A,2.72875,0,43.0,52,78,Female,2,1129
11.45,C,1.0,,,G,4.67,4,83.0,45,57,Male,3,1131
64.9,,10.0,2.95048,B,A,3.025,2,,48,73,Male,3,1133
53.16,B,2.0,3.02726,C,B,3.86625,0,,57,77,Female,1,1134
4.91,D,,2.65726,A,H,3.67875,0,71.0,45,63,Male,3,1135
3.38,,5.0,2.51593,A,D,4.10875,3,,46,60,Male,3,1137
36.9,C,2.0,2.5168,B,B,3.01375,0,,47,66,Male,3,1140
73.54,A,7.0,2.96169,C,B,2.75375,0,107.0,48,67,Female,1,1142
61.01,D,10.0,2.93404,C,A,1.725,0,60.0,51,86,Female,3,1144
15.82,,0.0,2.60073,A,A,3.26375,1,68.0,54,71,Male,2,1148
78.37,,1.0,2.77665,C,C,4.0,0,,45,59,Male,2,1149
28.7,B,,2.69838,B,B,2.7675,0,,50,73,Male,2,1150
54.38,B,4.0,2.88561,B,B,2.81125,0,,49,66,Male,2,1151
62.05,B,1.0,,,A,3.375,0,,50,67,Male,2,1155
21.11,B,10.0,2.55268,C,A,2.26375,0,33.0,54,92,Female,2,1157
40.15,A,10.0,2.61285,C,A,1.29625,0,,53,71,Male,2,1158
30.99,A,6.0,3.00962,B,K,3.15,3,,47,68,Male,3,1159
24.5,B,4.0,2.51059,A,A,3.55875,1,,47,60,Male,2,1160
18.76,B,8.0,2.58128,A,B,2.36,0,,51,69,Male,2,1161
86.43,E,7.0,3.02106,B,A,3.66875,3,103.0,51,87,Male,3,1162
95.06,D,1.0,3.2003,B,A,1.6625,1,,62,89,Male,3,1164
9.77,D,1.0,2.57634,A,H,2.5475,0,39.0,44,76,Male,3,1167
105.33,C,10.0,3.05079,B,A,2.045,0,96.0,61,112,Female,3,1169
43.74,B,2.0,2.61136,B,B,3.37125,0,,45,57,Male,2,1170
27.07,C,7.0,2.52898,A,A,1.81625,0,,55,82,Female,2,1172
50.57,B,7.0,,,A,1.98375,0,64.0,48,73,Male,2,1173
45.71,,3.0,2.93407,A,A,2.52875,0,65.0,54,76,Female,2,1175
42.06,E,9.0,2.7227,B,A,1.5425,2,110.0,50,66,Male,1,1178
44.68,C,4.0,2.7475,B,A,3.2825,0,99.0,51,69,Male,2,1179
62.78,C,8.0,3.073,B,A,3.62875,3,40.0,50,74,Male,2,1181
106.91,,7.0,2.97042,B,A,3.25625,1,,81,155,Male,3,1183
38.35,A,1.0,2.82984,B,B,0.8525,1,39.0,51,71,Female,3,1184
18.88,,2.0,3.00352,A,B,4.25125,0,33.0,51,72,Male,2,1185
24.08,B,8.0,2.57963,A,A,1.9175,0,,46,59,Male,2,1186
27.55,C,10.0,2.61151,B,D,3.92,1,32.0,48,70,Male,2,1187
6.98,,7.0,2.36131,A,H,1.27,0,50.0,50,74,Male,2,1191
45.81,B,4.0,,,J,4.21125,1,82.0,45,86,Female,2,1194
61.84,,3.0,,,A,2.60375,3,82.0,67,101,Male,3,1197
86.95,D,10.0,2.80826,C,A,0.9025,1,,51,72,Male,3,1198
44.14,C,4.0,3.0922,C,B,1.7625,1,,51,79,Female,3,1199
49.49,,8.0,2.84242,A,A,3.56875,2,91.0,56,97,Male,3,1200
